# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ALDH7A1	ENSCAFG00000000588	ENSCAFT00000000904	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALDH7A1	ENSCAFG00000000588	ENSCAFT00000047359	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALDH9A1	ENSCAFG00000013422	ENSCAFT00000021314	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALDOC	ENSCAFG00000018719	ENSCAFT00000029710	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALDOC	ENSCAFG00000018719	ENSCAFT00000037104	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALG12	ENSCAFG00000000711	ENSCAFT00000001106	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALG3	ENSCAFG00000012444	ENSCAFT00000019753	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALG3	ENSCAFG00000012444	ENSCAFT00000039376	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALG5	ENSCAFG00000006124	ENSCAFT00000009926	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ALG5	ENSCAFG00000006124	ENSCAFT00000048217	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ALK	ENSCAFG00000005297	ENSCAFT00000008540	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALKBH6	ENSCAFG00000006669	ENSCAFT00000010748	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALKBH6	ENSCAFG00000006669	ENSCAFT00000043746	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALOX12	ENSCAFG00000023006	ENSCAFT00000025298	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
ALOX15B	ENSCAFG00000016928	ENSCAFT00000026794	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AMFR	ENSCAFG00000009169	ENSCAFT00000014581	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AMMECR1L	ENSCAFG00000004306	ENSCAFT00000006910	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMN	ENSCAFG00000018086	ENSCAFT00000028741	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AMOTL2	ENSCAFG00000006720	ENSCAFT00000010812	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AMOTL2	ENSCAFG00000006720	ENSCAFT00000036547	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AMPH	ENSCAFG00000003617	ENSCAFT00000005825	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AMPH	ENSCAFG00000003617	ENSCAFT00000005852	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AMT	ENSCAFG00000011489	ENSCAFT00000035669	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAPC5	ENSCAFG00000008313	ENSCAFT00000013197	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANHX	ENSCAFG00000005892	ENSCAFT00000009502	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANK1	ENSCAFG00000005691	ENSCAFT00000009193	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANK1	ENSCAFG00000005691	ENSCAFT00000009199	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANK2	ENSCAFG00000011769	ENSCAFT00000018779	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANK2	ENSCAFG00000011769	ENSCAFT00000044934	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANK3	ENSCAFG00000012694	ENSCAFT00000020300	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANK3	ENSCAFG00000012694	ENSCAFT00000020308	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANKDD1A	ENSCAFG00000017109	ENSCAFT00000027092	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANKDD1A	ENSCAFG00000017109	ENSCAFT00000027095	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANKK1	ENSCAFG00000013898	ENSCAFT00000022051	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD12	ENSCAFG00000018691	ENSCAFT00000029672	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD12	ENSCAFG00000018691	ENSCAFT00000047775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD27	ENSCAFG00000007533	ENSCAFT00000012075	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ANKRD33B	ENSCAFG00000009997	ENSCAFT00000015899	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD54	ENSCAFG00000023613	ENSCAFT00000036413	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ANKRD54	ENSCAFG00000023613	ENSCAFT00000044446	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ANKRD61	ENSCAFG00000015676	ENSCAFT00000024825	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANKRD65	ENSCAFG00000031574	ENSCAFT00000044695	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANKS1B	ENSCAFG00000006596	ENSCAFT00000010724	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ANKZF1	ENSCAFG00000015141	ENSCAFT00000024039	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANKZF1	ENSCAFG00000015141	ENSCAFT00000046817	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANLN	ENSCAFG00000003243	ENSCAFT00000005209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANO1	ENSCAFG00000010664	ENSCAFT00000016979	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANO10	ENSCAFG00000004479	ENSCAFT00000007214	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ANO10	ENSCAFG00000004479	ENSCAFT00000007218	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ANO2	ENSCAFG00000015257	ENSCAFT00000024244	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANO2	ENSCAFG00000015257	ENSCAFT00000045527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANO2	ENSCAFG00000015257	ENSCAFT00000050105	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANO3	ENSCAFG00000010152	ENSCAFT00000016128	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANO6	ENSCAFG00000009360	ENSCAFT00000045460	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANO8	ENSCAFG00000015416	ENSCAFT00000024456	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA1	ENSCAFG00000001778	ENSCAFT00000002795	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AOC1	ENSCAFG00000004665	ENSCAFT00000007505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AOC1	ENSCAFG00000004665	ENSCAFT00000046851	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AOC3	ENSCAFG00000014660	ENSCAFT00000023287	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AOX2	ENSCAFG00000025299	ENSCAFT00000018786	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AP1M2	ENSCAFG00000017746	ENSCAFT00000028157	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP1M2	ENSCAFG00000017746	ENSCAFT00000049337	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP1S1	ENSCAFG00000013900	ENSCAFT00000022058	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AP1S1	ENSCAFG00000013900	ENSCAFT00000024250	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AP2M1	ENSCAFG00000012257	ENSCAFT00000019532	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
AP3B2	ENSCAFG00000013108	ENSCAFT00000020838	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
AP3B2	ENSCAFG00000013108	ENSCAFT00000049658	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
AP3D1	ENSCAFG00000019425	ENSCAFT00000030886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AP5Z1	ENSCAFG00000016103	ENSCAFT00000025553	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
APBB2	ENSCAFG00000015887	ENSCAFT00000025166	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
APBB2	ENSCAFG00000015887	ENSCAFT00000036067	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
APIP	ENSCAFG00000006910	ENSCAFT00000011099	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
APOA1	ENSCAFG00000013320	ENSCAFT00000021138	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
APOA1	ENSCAFG00000013320	ENSCAFT00000043933	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
APOC3	ENSCAFG00000013322	ENSCAFT00000021144	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOOL	ENSCAFG00000017383	ENSCAFT00000027543	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
APPBP2	ENSCAFG00000017762	ENSCAFT00000028174	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
APPBP2	ENSCAFG00000017762	ENSCAFT00000049372	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AQP11	ENSCAFG00000004906	ENSCAFT00000007883	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AQP2	ENSCAFG00000028842	ENSCAFT00000044387	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARAF	ENSCAFG00000015115	ENSCAFT00000024017	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARAP3	ENSCAFG00000006214	ENSCAFT00000010054	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARAP3	ENSCAFG00000006214	ENSCAFT00000048849	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARCN1	ENSCAFG00000012572	ENSCAFT00000020001	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AREL1	ENSCAFG00000016962	ENSCAFT00000026863	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARF5	ENSCAFG00000001726	ENSCAFT00000002708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARF5	ENSCAFG00000001726	ENSCAFT00000050134	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARF6	ENSCAFG00000024150	ENSCAFT00000037365	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFGAP1	ENSCAFG00000012815	ENSCAFT00000039203	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFGAP3	ENSCAFG00000000943	ENSCAFT00000001462	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ARFGAP3	ENSCAFG00000000943	ENSCAFT00000001464	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARFIP1	ENSCAFG00000008185	ENSCAFT00000013018	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP17	ENSCAFG00000017492	ENSCAFT00000027716	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ARHGAP18	ENSCAFG00000001114	ENSCAFT00000001707	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARHGAP21	ENSCAFG00000004249	ENSCAFT00000006820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP21	ENSCAFG00000004249	ENSCAFT00000044523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP23	ENSCAFG00000016627	ENSCAFT00000026340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP23	ENSCAFG00000016627	ENSCAFT00000045837	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP6	ENSCAFG00000011595	ENSCAFT00000018401	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARHGDIA	ENSCAFG00000005872	ENSCAFT00000009464	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF10	ENSCAFG00000013667	ENSCAFT00000021678	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
ARHGEF10	ENSCAFG00000013667	ENSCAFT00000022836	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19	ENSCAFG00000015945	ENSCAFT00000025253	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ARHGEF25	ENSCAFG00000000250	ENSCAFT00000000393	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF33	ENSCAFG00000006310	ENSCAFT00000010208	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF33	ENSCAFG00000006310	ENSCAFT00000049969	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF38	ENSCAFG00000010897	ENSCAFT00000017308	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF38	ENSCAFG00000010897	ENSCAFT00000017317	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARID1B	ENSCAFG00000000608	ENSCAFT00000000940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARL13B	ENSCAFG00000009020	ENSCAFT00000014341	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARL3	ENSCAFG00000010243	ENSCAFT00000016257	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARL3	ENSCAFG00000010243	ENSCAFT00000047826	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARL8B	ENSCAFG00000005617	ENSCAFT00000009041	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARMC9	ENSCAFG00000010979	ENSCAFT00000017508	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ARMC9	ENSCAFG00000010979	ENSCAFT00000047755	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ARMCX3	ENSCAFG00000017704	ENSCAFT00000028075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARNTL2	ENSCAFG00000011089	ENSCAFT00000017664	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL2	ENSCAFG00000011089	ENSCAFT00000046810	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARRB1	ENSCAFG00000005415	ENSCAFT00000008715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARRB1	ENSCAFG00000005415	ENSCAFT00000047767	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARRB2	ENSCAFG00000015905	ENSCAFT00000025210	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARRB2	ENSCAFG00000015905	ENSCAFT00000047532	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARSF	ENSCAFG00000011163	ENSCAFT00000017756	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARSG	ENSCAFG00000011070	ENSCAFT00000017623	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARVCF	ENSCAFG00000014232	ENSCAFT00000022635	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASB10	ENSCAFG00000004801	ENSCAFT00000007737	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASB5	ENSCAFG00000008421	ENSCAFT00000013387	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASIC2	ENSCAFG00000018352	ENSCAFT00000029156	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASIC4	ENSCAFG00000015597	ENSCAFT00000024726	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPH	ENSCAFG00000007197	ENSCAFT00000039843	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ASPH	ENSCAFG00000007197	ENSCAFT00000049007	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASPRV1	ENSCAFG00000003324	ENSCAFT00000005320	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASPSCR1	ENSCAFG00000005830	ENSCAFT00000009418	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASTN1	ENSCAFG00000014179	ENSCAFT00000022524	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASTN2	ENSCAFG00000003504	ENSCAFT00000005648	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASTN2	ENSCAFG00000003504	ENSCAFT00000005650	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASXL1	ENSCAFG00000007219	ENSCAFT00000011578	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ATAD2B	ENSCAFG00000003926	ENSCAFT00000006311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATAD2B	ENSCAFG00000003926	ENSCAFT00000043993	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATAT1	ENSCAFG00000000414	ENSCAFT00000000652	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATCAY	ENSCAFG00000019150	ENSCAFT00000030405	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATCAY	ENSCAFG00000019150	ENSCAFT00000030407	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATF2	ENSCAFG00000013332	ENSCAFT00000021205	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATG16L2	ENSCAFG00000005655	ENSCAFT00000009108	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ATG16L2	ENSCAFG00000005655	ENSCAFT00000043542	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ATG16L2	ENSCAFG00000005655	ENSCAFT00000044666	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ATG16L2	ENSCAFG00000005655	ENSCAFT00000047262	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ATG4A	ENSCAFG00000018009	ENSCAFT00000028612	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ATG9A	ENSCAFG00000015071	ENSCAFT00000023938	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATOH1	ENSCAFG00000010016	ENSCAFT00000015937	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ATOH8	ENSCAFG00000007657	ENSCAFT00000012245	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATOH8	ENSCAFG00000007657	ENSCAFT00000049305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATP10A	ENSCAFG00000010085	ENSCAFT00000016031	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATP10A	ENSCAFG00000010085	ENSCAFT00000048167	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATP12A	ENSCAFG00000007432	ENSCAFT00000011912	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ATP12A	ENSCAFG00000007432	ENSCAFT00000048137	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ATP1A4	ENSCAFG00000025205	ENSCAFT00000019757	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
