# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ATG9A	ENSCAFG00000015071	ENSCAFT00000023938	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP23	ENSCAFG00000000310	ENSCAFT00000049505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP5A1	ENSCAFG00000017648	ENSCAFT00000027989	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ATP6V0A4	ENSCAFG00000004236	ENSCAFT00000006826	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP6V0E2	ENSCAFG00000004543	ENSCAFT00000007316	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP6V1A	ENSCAFG00000010711	ENSCAFT00000017059	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP8A2	ENSCAFG00000007007	ENSCAFT00000011254	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATPAF1	ENSCAFG00000004217	ENSCAFT00000006765	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATRN	ENSCAFG00000006278	ENSCAFT00000010258	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATXN2	ENSCAFG00000008606	ENSCAFT00000013645	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATXN2	ENSCAFG00000008606	ENSCAFT00000046582	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATXN7	ENSCAFG00000006857	ENSCAFT00000011028	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATXN7	ENSCAFG00000006857	ENSCAFT00000044091	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AVIL	ENSCAFG00000000297	ENSCAFT00000000466	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AVL9	ENSCAFG00000003143	ENSCAFT00000005058	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AVL9	ENSCAFG00000003143	ENSCAFT00000005060	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B3GLCT	ENSCAFG00000006522	ENSCAFT00000010529	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B4GALNT4	ENSCAFG00000006492	ENSCAFT00000047436	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BAHCC1	ENSCAFG00000005732	ENSCAFT00000009236	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BAHCC1	ENSCAFG00000005732	ENSCAFT00000048729	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BAIAP2L2	ENSCAFG00000001427	ENSCAFT00000002222	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BANF1	ENSCAFG00000013083	ENSCAFT00000010093	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BARX1	ENSCAFG00000002234	ENSCAFT00000003504	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BDP1	ENSCAFG00000007822	ENSCAFT00000012510	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BDP1	ENSCAFG00000007822	ENSCAFT00000049989	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BEND4	ENSCAFG00000001802	ENSCAFT00000002832	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BIRC7	ENSCAFG00000012777	ENSCAFT00000020266	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BMPR1B	ENSCAFG00000010107	ENSCAFT00000016073	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BOC	ENSCAFG00000010582	ENSCAFT00000016849	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BOD1L1	ENSCAFG00000015402	ENSCAFT00000024431	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BOD1L1	ENSCAFG00000015402	ENSCAFT00000037076	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BORCS8	ENSCAFG00000024526	ENSCAFT00000022790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BPIFB1	ENSCAFG00000007381	ENSCAFT00000011824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRINP1	ENSCAFG00000003526	ENSCAFT00000005666	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRIP1	ENSCAFG00000017737	ENSCAFT00000028135	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRIP1	ENSCAFG00000017737	ENSCAFT00000045493	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRPF3	ENSCAFG00000001386	ENSCAFT00000002149	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRPF3	ENSCAFG00000001386	ENSCAFT00000047147	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRSK1	ENSCAFG00000002601	ENSCAFT00000004095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRWD1	ENSCAFG00000010037	ENSCAFT00000015967	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRWD1	ENSCAFG00000010037	ENSCAFT00000027485	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRWD3	ENSCAFG00000017327	ENSCAFT00000027493	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRWD3	ENSCAFG00000017327	ENSCAFT00000047901	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BTBD17	ENSCAFG00000004553	ENSCAFT00000007324	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BTBD2	ENSCAFG00000019432	ENSCAFT00000030891	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BUB1	ENSCAFG00000007062	ENSCAFT00000011319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BUB1	ENSCAFG00000007062	ENSCAFT00000044974	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BUB1B	ENSCAFG00000008877	ENSCAFT00000014186	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BUD13	ENSCAFG00000013400	ENSCAFT00000021269	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
BUD13	ENSCAFG00000013400	ENSCAFT00000049855	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
C15orf62	ENSCAFG00000009332	ENSCAFT00000014845	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C16orf86	ENSCAFG00000023935	ENSCAFT00000037072	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C17orf105	ENSCAFG00000014447	ENSCAFT00000022954	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C19orf12	ENSCAFG00000007621	ENSCAFT00000012188	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C19orf47	ENSCAFG00000005372	ENSCAFT00000008640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C19orf47	ENSCAFG00000005372	ENSCAFT00000008648	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C19orf47	ENSCAFG00000005372	ENSCAFT00000046177	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C19orf54	ENSCAFG00000005103	ENSCAFT00000008195	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C1orf162	ENSCAFG00000013697	ENSCAFT00000021719	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C1orf162	ENSCAFG00000013697	ENSCAFT00000047370	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C1orf194	ENSCAFG00000019853	ENSCAFT00000031585	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C21orf140	ENSCAFG00000009551	ENSCAFT00000015165	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C21orf58	ENSCAFG00000012030	ENSCAFT00000019100	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C2CD3	ENSCAFG00000005549	ENSCAFT00000044385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C2orf40	ENSCAFG00000002098	ENSCAFT00000003320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C4orf22	ENSCAFG00000031408	ENSCAFT00000048534	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C4orf45	ENSCAFG00000008705	ENSCAFT00000013820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C8B	ENSCAFG00000018937	ENSCAFT00000030078	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
C8orf34	ENSCAFG00000007656	ENSCAFT00000012249	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C9orf135	ENSCAFG00000001893	ENSCAFT00000002992	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C9orf172	ENSCAFG00000019554	ENSCAFT00000031084	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C9orf3	ENSCAFG00000023549	ENSCAFT00000001995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C9orf3	ENSCAFG00000023549	ENSCAFT00000001997	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CA14	ENSCAFG00000011762	ENSCAFT00000018679	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CA14	ENSCAFG00000011762	ENSCAFT00000018682	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CA14	ENSCAFG00000011762	ENSCAFT00000035998	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CA7	ENSCAFG00000020399	ENSCAFT00000032483	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CA7	ENSCAFG00000020399	ENSCAFT00000043866	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CACHD1	ENSCAFG00000018621	ENSCAFT00000029569	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CACNA1E	ENSCAFG00000013004	ENSCAFT00000020724	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CACNA1G	ENSCAFG00000017120	ENSCAFT00000027129	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1G	ENSCAFG00000017120	ENSCAFT00000048999	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1H	ENSCAFG00000019596	ENSCAFT00000027134	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CACNA1H	ENSCAFG00000019596	ENSCAFT00000031144	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CACNA1I	ENSCAFG00000001314	ENSCAFT00000002048	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
CACNA1I	ENSCAFG00000001314	ENSCAFT00000046802	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
CACNA1S	ENSCAFG00000010884	ENSCAFT00000017400	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CACNG7	ENSCAFG00000029738	ENSCAFT00000046764	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK1D	ENSCAFG00000004784	ENSCAFT00000007701	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CAMK1G	ENSCAFG00000011909	ENSCAFT00000018919	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAMSAP3	ENSCAFG00000018288	ENSCAFT00000029051	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CAMSAP3	ENSCAFG00000018288	ENSCAFT00000049087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CAMTA2	ENSCAFG00000015674	ENSCAFT00000024849	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CAMTA2	ENSCAFG00000015674	ENSCAFT00000046045	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CAND2	ENSCAFG00000004904	ENSCAFT00000007922	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CANT1	ENSCAFG00000005540	ENSCAFT00000008926	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CAPN13	ENSCAFG00000005318	ENSCAFT00000008568	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CASKIN2	ENSCAFG00000004787	ENSCAFT00000007714	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASZ1	ENSCAFG00000016771	ENSCAFT00000026548	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CBARP	ENSCAFG00000023991	ENSCAFT00000037156	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
CBL	ENSCAFG00000012100	ENSCAFT00000019218	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CBLB	ENSCAFG00000009793	ENSCAFT00000015552	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CBLN3	ENSCAFG00000028667	ENSCAFT00000048940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CC2D1A	ENSCAFG00000016566	ENSCAFT00000026254	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC113	ENSCAFG00000008509	ENSCAFT00000013500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC114	ENSCAFG00000004036	ENSCAFT00000006470	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC114	ENSCAFG00000004036	ENSCAFT00000043724	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC125	ENSCAFG00000007760	ENSCAFT00000012392	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC125	ENSCAFG00000007760	ENSCAFT00000043950	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC125	ENSCAFG00000007760	ENSCAFT00000047675	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC141	ENSCAFG00000014079	ENSCAFT00000022353	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC141	ENSCAFG00000014079	ENSCAFT00000049224	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC153	ENSCAFG00000023966	ENSCAFT00000047493	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC180	ENSCAFG00000002403	ENSCAFT00000003769	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC180	ENSCAFG00000002403	ENSCAFT00000003771	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC189	ENSCAFG00000016671	ENSCAFT00000026399	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC190	ENSCAFG00000013223	ENSCAFT00000020978	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC190	ENSCAFG00000013223	ENSCAFT00000049123	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC43	ENSCAFG00000014115	ENSCAFT00000022413	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC56	ENSCAFG00000014765	ENSCAFT00000023440	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC7	ENSCAFG00000003851	ENSCAFT00000006197	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC7	ENSCAFG00000003851	ENSCAFT00000046241	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCHCR1	ENSCAFG00000000478	ENSCAFT00000000761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCHCR1	ENSCAFG00000000478	ENSCAFT00000046522	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCT8	ENSCAFG00000008687	ENSCAFT00000013841	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCT8	ENSCAFG00000008687	ENSCAFT00000046887	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD151	ENSCAFG00000023924	ENSCAFT00000048788	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CD1D	ENSCAFG00000030554	ENSCAFT00000018156	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD1D	ENSCAFG00000030554	ENSCAFT00000018170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD27	ENSCAFG00000015149	ENSCAFT00000024048	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CD274	ENSCAFG00000002120	ENSCAFT00000003346	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CD300LB	ENSCAFG00000004561	ENSCAFT00000007340	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CD300LB	ENSCAFG00000004561	ENSCAFT00000038096	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CD300LB	ENSCAFG00000004561	ENSCAFT00000038097	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CD6	ENSCAFG00000016378	ENSCAFT00000025972	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDA	ENSCAFG00000015049	ENSCAFT00000023893	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CDH1	ENSCAFG00000020305	ENSCAFT00000032333	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CDH1	ENSCAFG00000020305	ENSCAFT00000032337	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CDH20	ENSCAFG00000000086	ENSCAFT00000000141	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDH22	ENSCAFG00000010175	ENSCAFT00000016196	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDH4	ENSCAFG00000012436	ENSCAFT00000019847	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CDHR1	ENSCAFG00000015908	ENSCAFT00000025218	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CDK20	ENSCAFG00000002212	ENSCAFT00000003478	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CDK5RAP2	ENSCAFG00000003560	ENSCAFT00000005724	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDKN3	ENSCAFG00000014897	ENSCAFT00000023646	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDS2	ENSCAFG00000006020	ENSCAFT00000009715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CEACAM24	ENSCAFG00000004993	ENSCAFT00000047960	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CEACAM28	ENSCAFG00000004779	ENSCAFT00000007705	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CEACAM28	ENSCAFG00000004779	ENSCAFT00000007721	protein_coding	0	0	2	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
CEACAM28	ENSCAFG00000004779	ENSCAFT00000045512	protein_coding	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
CEACAM28	ENSCAFG00000004779	ENSCAFT00000046568	protein_coding	0	0	2	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
CECR5	ENSCAFG00000016081	ENSCAFT00000025520	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CELSR1	ENSCAFG00000000767	ENSCAFT00000001204	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CELSR1	ENSCAFG00000000767	ENSCAFT00000048271	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CENPE	ENSCAFG00000010836	ENSCAFT00000017249	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CENPE	ENSCAFG00000010836	ENSCAFT00000043119	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CENPO	ENSCAFG00000004085	ENSCAFT00000046082	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP162	ENSCAFG00000002979	ENSCAFT00000004775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CERK	ENSCAFG00000000752	ENSCAFT00000001158	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CFAP46	ENSCAFG00000011158	ENSCAFT00000017723	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CFAP46	ENSCAFG00000011158	ENSCAFT00000017743	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CGNL1	ENSCAFG00000016262	ENSCAFT00000025797	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHAC2	ENSCAFG00000002722	ENSCAFT00000004309	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CHCHD7	ENSCAFG00000007055	ENSCAFT00000011310	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHL1	ENSCAFG00000006248	ENSCAFT00000010134	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CHL1	ENSCAFG00000006248	ENSCAFT00000044854	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
