# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
APP	ENSCAFG00000008557	ENSCAFT00000013593	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
APP	ENSCAFG00000008557	ENSCAFT00000013595	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
APP	ENSCAFG00000008557	ENSCAFT00000013599	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
APP	ENSCAFG00000008557	ENSCAFT00000037829	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
APPL1	ENSCAFG00000007952	ENSCAFT00000012718	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
APPL2	ENSCAFG00000001885	ENSCAFT00000002989	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AQP6	ENSCAFG00000008366	ENSCAFT00000013289	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AQR	ENSCAFG00000008304	ENSCAFT00000013319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARCN1	ENSCAFG00000012572	ENSCAFT00000020001	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AREL1	ENSCAFG00000016962	ENSCAFT00000026863	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARG1	ENSCAFG00000000386	ENSCAFT00000000601	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARG1	ENSCAFG00000000386	ENSCAFT00000000605	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP10	ENSCAFG00000007789	ENSCAFT00000012463	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP10	ENSCAFG00000007789	ENSCAFT00000047457	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP12	ENSCAFG00000004045	ENSCAFT00000006493	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ARHGAP12	ENSCAFG00000004045	ENSCAFT00000006499	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ARHGAP17	ENSCAFG00000017492	ENSCAFT00000027716	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP21	ENSCAFG00000004249	ENSCAFT00000006820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP21	ENSCAFG00000004249	ENSCAFT00000044523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP22	ENSCAFG00000006568	ENSCAFT00000010591	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARHGAP22	ENSCAFG00000006568	ENSCAFT00000043002	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP24	ENSCAFG00000009320	ENSCAFT00000014859	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP25	ENSCAFG00000003268	ENSCAFT00000005238	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP30	ENSCAFG00000012716	ENSCAFT00000020156	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP32	ENSCAFG00000010235	ENSCAFT00000016261	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP32	ENSCAFG00000010235	ENSCAFT00000047969	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP36	ENSCAFG00000018785	ENSCAFT00000029818	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP36	ENSCAFG00000018785	ENSCAFT00000044508	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP39	ENSCAFG00000001669	ENSCAFT00000002618	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP44	ENSCAFG00000017875	ENSCAFT00000028372	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP45	ENSCAFG00000019552	ENSCAFT00000031087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARHGAP45	ENSCAFG00000019552	ENSCAFT00000036204	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARHGDIG	ENSCAFG00000015363	ENSCAFT00000024378	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ARHGEF16	ENSCAFG00000019474	ENSCAFT00000030963	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ARHGEF16	ENSCAFG00000019474	ENSCAFT00000049364	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ARHGEF19	ENSCAFG00000015945	ENSCAFT00000025253	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGEF28	ENSCAFG00000008274	ENSCAFT00000013139	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGEF28	ENSCAFG00000008274	ENSCAFT00000013142	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGEF39	ENSCAFG00000002073	ENSCAFT00000003287	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARID1A	ENSCAFG00000012314	ENSCAFT00000019631	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARID1A	ENSCAFG00000012314	ENSCAFT00000044234	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARID4A	ENSCAFG00000023936	ENSCAFT00000024422	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARID5B	ENSCAFG00000012991	ENSCAFT00000020628	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARID5B	ENSCAFG00000012991	ENSCAFT00000048488	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARMC9	ENSCAFG00000010979	ENSCAFT00000017508	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARMC9	ENSCAFG00000010979	ENSCAFT00000047755	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARNT	ENSCAFG00000012149	ENSCAFT00000019492	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARNT	ENSCAFG00000012149	ENSCAFT00000047223	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARPP19	ENSCAFG00000032515	ENSCAFT00000048425	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARRDC2	ENSCAFG00000015088	ENSCAFT00000023957	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARSG	ENSCAFG00000011070	ENSCAFT00000017623	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASAP1	ENSCAFG00000001096	ENSCAFT00000001671	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASB6	ENSCAFG00000019984	ENSCAFT00000031800	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASPA	ENSCAFG00000019330	ENSCAFT00000030710	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASPM	ENSCAFG00000011403	ENSCAFT00000018114	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
ASPM	ENSCAFG00000011403	ENSCAFT00000045608	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
ATAT1	ENSCAFG00000000414	ENSCAFT00000000652	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP10A	ENSCAFG00000010085	ENSCAFT00000016031	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ATP10A	ENSCAFG00000010085	ENSCAFT00000048167	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ATP11A	ENSCAFG00000006199	ENSCAFT00000010034	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ATP12A	ENSCAFG00000007432	ENSCAFT00000011912	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ATP12A	ENSCAFG00000007432	ENSCAFT00000048137	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ATP1A4	ENSCAFG00000025205	ENSCAFT00000019757	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ATP1B1	ENSCAFG00000015258	ENSCAFT00000024212	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP1B1	ENSCAFG00000015258	ENSCAFT00000047895	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP1B3	ENSCAFG00000007731	ENSCAFT00000012366	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP2A2	ENSCAFG00000008434	ENSCAFT00000027396	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP2B2	ENSCAFG00000005076	ENSCAFT00000008209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP2B2	ENSCAFG00000005076	ENSCAFT00000049238	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP2C2	ENSCAFG00000019952	ENSCAFT00000031755	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP2C2	ENSCAFG00000019952	ENSCAFT00000046355	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP4A	ENSCAFG00000006951	ENSCAFT00000011158	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP4A	ENSCAFG00000006951	ENSCAFT00000046143	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP4B	ENSCAFG00000006390	ENSCAFT00000010321	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ATP6	ENSCAFG00000022729	ENSCAFT00000034836	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ATP6V0E2	ENSCAFG00000004543	ENSCAFT00000007316	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ATP8A1	ENSCAFG00000001816	ENSCAFT00000002869	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP8A1	ENSCAFG00000001816	ENSCAFT00000043202	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP8A2	ENSCAFG00000007007	ENSCAFT00000011254	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATP9B	ENSCAFG00000000012	ENSCAFT00000000014	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATP9B	ENSCAFG00000000012	ENSCAFT00000046825	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATR	ENSCAFG00000007863	ENSCAFT00000012571	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATR	ENSCAFG00000007863	ENSCAFT00000049875	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATRN	ENSCAFG00000006278	ENSCAFT00000010258	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATXN7L1	ENSCAFG00000004012	ENSCAFT00000006423	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATXN7L1	ENSCAFG00000004012	ENSCAFT00000049388	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AVPR1A	ENSCAFG00000000339	ENSCAFT00000000524	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
AXIN1	ENSCAFG00000019684	ENSCAFT00000031298	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT7	ENSCAFG00000011021	ENSCAFT00000017530	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B4GALNT1	ENSCAFG00000000255	ENSCAFT00000000401	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
B4GALNT3	ENSCAFG00000015788	ENSCAFT00000025016	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
B4GALNT4	ENSCAFG00000006492	ENSCAFT00000047436	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B4GALT6	ENSCAFG00000018037	ENSCAFT00000028668	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
B4GAT1	ENSCAFG00000012776	ENSCAFT00000020261	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAALC	ENSCAFG00000032147	ENSCAFT00000046401	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BACH2	ENSCAFG00000003116	ENSCAFT00000005005	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BACH2	ENSCAFG00000003116	ENSCAFT00000043540	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BACH2	ENSCAFG00000003116	ENSCAFT00000049706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BAIAP2	ENSCAFG00000005700	ENSCAFT00000009191	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BAIAP2	ENSCAFG00000005700	ENSCAFT00000037126	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BAMBI	ENSCAFG00000030262	ENSCAFT00000049991	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BAZ2A	ENSCAFG00000000135	ENSCAFT00000000220	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BAZ2A	ENSCAFG00000000135	ENSCAFT00000049267	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BBS9	ENSCAFG00000003161	ENSCAFT00000005089	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCAS3	ENSCAFG00000017748	ENSCAFT00000028148	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
BCAS3	ENSCAFG00000017748	ENSCAFT00000037958	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
BCHE	ENSCAFG00000014473	ENSCAFT00000023011	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEGAIN	ENSCAFG00000017919	ENSCAFT00000028439	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEND3	ENSCAFG00000029143	ENSCAFT00000048384	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BET1L	ENSCAFG00000006433	ENSCAFT00000010382	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BEX5	ENSCAFG00000017734	ENSCAFT00000028124	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BFAR	ENSCAFG00000018791	ENSCAFT00000043780	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BICC1	ENSCAFG00000012331	ENSCAFT00000019604	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BIK	ENSCAFG00000000921	ENSCAFT00000001425	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BIRC6	ENSCAFG00000005775	ENSCAFT00000009352	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BIRC6	ENSCAFG00000005775	ENSCAFT00000047924	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BLOC1S1	ENSCAFG00000000061	ENSCAFT00000000098	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BMP7	ENSCAFG00000012011	ENSCAFT00000019076	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BMP7	ENSCAFG00000012011	ENSCAFT00000047209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BMPR1B	ENSCAFG00000010107	ENSCAFT00000016073	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BMS1	ENSCAFG00000007114	ENSCAFT00000011417	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BPIFA3	ENSCAFG00000024734	ENSCAFT00000011789	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BPTF	ENSCAFG00000011552	ENSCAFT00000018361	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BPTF	ENSCAFG00000011552	ENSCAFT00000047847	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRAP	ENSCAFG00000008615	ENSCAFT00000013670	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BRD1	ENSCAFG00000000718	ENSCAFT00000001121	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRD1	ENSCAFG00000000718	ENSCAFT00000048974	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRD9	ENSCAFG00000010863	ENSCAFT00000017273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BRI3BP	ENSCAFG00000006931	ENSCAFT00000011130	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRI3BP	ENSCAFG00000006931	ENSCAFT00000011148	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRINP1	ENSCAFG00000003526	ENSCAFT00000005666	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
BROX	ENSCAFG00000013516	ENSCAFT00000021449	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRSK1	ENSCAFG00000002601	ENSCAFT00000004095	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BRWD1	ENSCAFG00000010037	ENSCAFT00000015967	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRWD1	ENSCAFG00000010037	ENSCAFT00000027485	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRWD3	ENSCAFG00000017327	ENSCAFT00000027493	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRWD3	ENSCAFG00000017327	ENSCAFT00000047901	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BTBD11	ENSCAFG00000001793	ENSCAFT00000002814	protein_coding	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BTBD16	ENSCAFG00000012534	ENSCAFT00000019901	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BTBD16	ENSCAFG00000012534	ENSCAFT00000038017	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BTBD16	ENSCAFG00000012534	ENSCAFT00000048163	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BTBD19	ENSCAFG00000030713	ENSCAFT00000042943	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BTK	ENSCAFG00000017669	ENSCAFT00000028042	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C10orf105	ENSCAFG00000030162	ENSCAFT00000045681	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C10orf128	ENSCAFG00000024930	ENSCAFT00000038552	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C10orf128	ENSCAFG00000024930	ENSCAFT00000038553	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C11orf24	ENSCAFG00000010913	ENSCAFT00000017346	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C14orf80	ENSCAFG00000018445	ENSCAFT00000029285	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C15orf39	ENSCAFG00000017991	ENSCAFT00000028572	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C16orf58	ENSCAFG00000016936	ENSCAFT00000026800	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
C16orf62	ENSCAFG00000018038	ENSCAFT00000028705	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
C16orf72	ENSCAFG00000018981	ENSCAFT00000030142	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C16orf90	ENSCAFG00000019276	ENSCAFT00000030601	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C17orf99	ENSCAFG00000005284	ENSCAFT00000008519	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C18orf8	ENSCAFG00000018191	ENSCAFT00000028903	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf66	ENSCAFG00000017921	ENSCAFT00000028442	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C19orf68	ENSCAFG00000004041	ENSCAFT00000006474	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
C19orf81	ENSCAFG00000029175	ENSCAFT00000043877	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C1QBP	ENSCAFG00000015542	ENSCAFT00000024628	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C1QC	ENSCAFG00000014639	ENSCAFT00000023238	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C1QTNF7	ENSCAFG00000031380	ENSCAFT00000049884	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C1orf101	ENSCAFG00000015817	ENSCAFT00000025052	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
C1orf106	ENSCAFG00000029682	ENSCAFT00000045675	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C1orf106	ENSCAFG00000029682	ENSCAFT00000048588	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C1orf111	ENSCAFG00000013091	ENSCAFT00000036623	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
