# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AGAP2	ENSCAFG00000000273	ENSCAFT00000044042	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AGAP2	ENSCAFG00000000273	ENSCAFT00000045338	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AGAP2	ENSCAFG00000000273	ENSCAFT00000047785	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AGBL2	ENSCAFG00000008342	ENSCAFT00000013252	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
AGBL2	ENSCAFG00000008342	ENSCAFT00000045016	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
AGBL3	ENSCAFG00000003177	ENSCAFT00000005114	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGFG1	ENSCAFG00000010465	ENSCAFT00000016584	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AGGF1	ENSCAFG00000009268	ENSCAFT00000014724	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGK	ENSCAFG00000003893	ENSCAFT00000006263	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGO2	ENSCAFG00000001196	ENSCAFT00000001857	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGPAT2	ENSCAFG00000019569	ENSCAFT00000031109	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGPAT5	ENSCAFG00000008568	ENSCAFT00000013591	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGPS	ENSCAFG00000013522	ENSCAFT00000021460	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AGPS	ENSCAFG00000013522	ENSCAFT00000042787	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AGRN	ENSCAFG00000019342	ENSCAFT00000030741	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGTPBP1	ENSCAFG00000001358	ENSCAFT00000002116	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AGTPBP1	ENSCAFG00000001358	ENSCAFT00000043460	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AHCTF1	ENSCAFG00000015937	ENSCAFT00000025260	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
AHCTF1	ENSCAFG00000015937	ENSCAFT00000050162	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
AHNAK	ENSCAFG00000032525	ENSCAFT00000048755	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
AICDA	ENSCAFG00000013897	ENSCAFT00000022054	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AIRE	ENSCAFG00000010724	ENSCAFT00000017065	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AK5	ENSCAFG00000020380	ENSCAFT00000032462	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AK9	ENSCAFG00000003835	ENSCAFT00000006176	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AK9	ENSCAFG00000003835	ENSCAFT00000045576	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AKAP1	ENSCAFG00000017409	ENSCAFT00000027593	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKAP1	ENSCAFG00000017409	ENSCAFT00000047897	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKAP10	ENSCAFG00000018087	ENSCAFT00000028753	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AKAP12	ENSCAFG00000000419	ENSCAFT00000000664	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKAP13	ENSCAFG00000011376	ENSCAFT00000018087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKAP13	ENSCAFG00000011376	ENSCAFT00000018095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKAP6	ENSCAFG00000013167	ENSCAFT00000020907	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKAP7	ENSCAFG00000001147	ENSCAFT00000001762	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AKAP8	ENSCAFG00000016083	ENSCAFT00000025526	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKAP8	ENSCAFG00000016083	ENSCAFT00000047927	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKAP8L	ENSCAFG00000016050	ENSCAFT00000025467	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	ENSCAFG00000001935	ENSCAFT00000003066	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AKAP9	ENSCAFG00000001935	ENSCAFT00000047762	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AKIRIN1	ENSCAFG00000003186	ENSCAFT00000005127	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKNA	ENSCAFG00000003340	ENSCAFT00000005347	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKNA	ENSCAFG00000003340	ENSCAFT00000048912	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKR1E2	ENSCAFG00000005329	ENSCAFT00000008589	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKR1E2	ENSCAFG00000005329	ENSCAFT00000045320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKR1E2	ENSCAFG00000005329	ENSCAFT00000048696	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKT1	ENSCAFG00000018354	ENSCAFT00000029177	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKT2	ENSCAFG00000005388	ENSCAFT00000008666	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AKT2	ENSCAFG00000005388	ENSCAFT00000029180	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALAS1	ENSCAFG00000009881	ENSCAFT00000015704	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ALDH1A1	ENSCAFG00000001791	ENSCAFT00000002823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALDH1A1	ENSCAFG00000001791	ENSCAFT00000044464	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALDH1A1	ENSCAFG00000001791	ENSCAFT00000050013	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALDH1A2	ENSCAFG00000016466	ENSCAFT00000026216	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ALDH1A3	ENSCAFG00000010617	ENSCAFT00000016965	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH5A1	ENSCAFG00000010366	ENSCAFT00000016493	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ALDH6A1	ENSCAFG00000016901	ENSCAFT00000026759	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH6A1	ENSCAFG00000016901	ENSCAFT00000049550	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDOB	ENSCAFG00000002598	ENSCAFT00000004093	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDOC	ENSCAFG00000018719	ENSCAFT00000029710	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALDOC	ENSCAFG00000018719	ENSCAFT00000037104	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALG2	ENSCAFG00000002532	ENSCAFT00000003993	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALG5	ENSCAFG00000006124	ENSCAFT00000009926	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ALG5	ENSCAFG00000006124	ENSCAFT00000048217	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ALK	ENSCAFG00000005297	ENSCAFT00000008540	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ALKBH1	ENSCAFG00000017229	ENSCAFT00000027288	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ALKBH6	ENSCAFG00000006669	ENSCAFT00000010748	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALKBH6	ENSCAFG00000006669	ENSCAFT00000043746	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALKBH8	ENSCAFG00000014696	ENSCAFT00000023352	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ALMS1	ENSCAFG00000008827	ENSCAFT00000014029	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALMS1	ENSCAFG00000008827	ENSCAFT00000047622	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALOX12	ENSCAFG00000023006	ENSCAFT00000025298	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ALOX12B	ENSCAFG00000023464	ENSCAFT00000026827	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ALOX15	ENSCAFG00000015949	ENSCAFT00000025277	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALOX15	ENSCAFG00000015949	ENSCAFT00000047150	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALOX5AP	ENSCAFG00000006585	ENSCAFT00000010626	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALPK1	ENSCAFG00000011670	ENSCAFT00000018520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALS2	ENSCAFG00000012360	ENSCAFT00000019642	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AMBP	ENSCAFG00000003303	ENSCAFT00000005291	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AMBP	ENSCAFG00000003303	ENSCAFT00000044704	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AMBRA1	ENSCAFG00000009193	ENSCAFT00000039701	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AMFR	ENSCAFG00000009169	ENSCAFT00000014581	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AMIGO3	ENSCAFG00000011248	ENSCAFT00000017896	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AMOT	ENSCAFG00000018218	ENSCAFT00000028944	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AMPD3	ENSCAFG00000007562	ENSCAFT00000012116	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANAPC1	ENSCAFG00000007103	ENSCAFT00000011397	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ANAPC1	ENSCAFG00000007103	ENSCAFT00000046433	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ANAPC4	ENSCAFG00000016439	ENSCAFT00000026058	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANAPC4	ENSCAFG00000016439	ENSCAFT00000047081	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANAPC5	ENSCAFG00000008313	ENSCAFT00000013197	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANGEL1	ENSCAFG00000017147	ENSCAFT00000027161	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANGEL1	ENSCAFG00000017147	ENSCAFT00000047042	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANGPT1	ENSCAFG00000000693	ENSCAFT00000001083	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANGPTL4	ENSCAFG00000018506	ENSCAFT00000029385	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANK1	ENSCAFG00000005691	ENSCAFT00000009193	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANK1	ENSCAFG00000005691	ENSCAFT00000009199	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANKAR	ENSCAFG00000009373	ENSCAFT00000014918	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANKFN1	ENSCAFG00000017372	ENSCAFT00000048709	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ANKFN1	ENSCAFG00000017372	ENSCAFT00000048811	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ANKH	ENSCAFG00000014290	ENSCAFT00000022708	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ANKMY1	ENSCAFG00000012669	ENSCAFT00000020110	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ANKMY1	ENSCAFG00000012669	ENSCAFT00000020112	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ANKRD11	ENSCAFG00000019843	ENSCAFT00000048247	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANKRD17	ENSCAFG00000002998	ENSCAFT00000004833	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANKRD17	ENSCAFG00000002998	ENSCAFT00000046533	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANKRD22	ENSCAFG00000029297	ENSCAFT00000042796	protein_coding	0	0	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD27	ENSCAFG00000007533	ENSCAFT00000012075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANKRD28	ENSCAFG00000005916	ENSCAFT00000009557	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANKRD31	ENSCAFG00000009530	ENSCAFT00000015142	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD31	ENSCAFG00000009530	ENSCAFT00000047460	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD34A	ENSCAFG00000011378	ENSCAFT00000018079	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANKRD55	ENSCAFG00000006908	ENSCAFT00000011095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANKRD55	ENSCAFG00000006908	ENSCAFT00000043259	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANKRD60	ENSCAFG00000023569	ENSCAFT00000036301	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ANKRD63	ENSCAFG00000029625	ENSCAFT00000044052	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANKS1B	ENSCAFG00000006596	ENSCAFT00000010724	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANKS3	ENSCAFG00000019190	ENSCAFT00000030469	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANO2	ENSCAFG00000015257	ENSCAFT00000024244	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANO2	ENSCAFG00000015257	ENSCAFT00000045527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANO2	ENSCAFG00000015257	ENSCAFT00000050105	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANO5	ENSCAFG00000010053	ENSCAFT00000015989	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ANO5	ENSCAFG00000010053	ENSCAFT00000015990	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ANO6	ENSCAFG00000009360	ENSCAFT00000045460	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANOS1	ENSCAFG00000011318	ENSCAFT00000017999	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANP32A	ENSCAFG00000017502	ENSCAFT00000027728	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANXA2	ENSCAFG00000016686	ENSCAFT00000026423	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANXA4	ENSCAFG00000003314	ENSCAFT00000005303	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ANXA6	ENSCAFG00000017943	ENSCAFT00000028499	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AOC1	ENSCAFG00000004665	ENSCAFT00000007505	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AOC1	ENSCAFG00000004665	ENSCAFT00000046851	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AOX2	ENSCAFG00000025299	ENSCAFT00000018786	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AP1S1	ENSCAFG00000013900	ENSCAFT00000022058	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AP1S1	ENSCAFG00000013900	ENSCAFT00000024250	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AP2A2	ENSCAFG00000009691	ENSCAFT00000015398	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AP2M1	ENSCAFG00000012257	ENSCAFT00000019532	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AP3B2	ENSCAFG00000013108	ENSCAFT00000020838	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AP3M2	ENSCAFG00000005586	ENSCAFT00000008997	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AP5M1	ENSCAFG00000015249	ENSCAFT00000024194	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
APBA2	ENSCAFG00000010382	ENSCAFT00000016503	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
APBA3	ENSCAFG00000019193	ENSCAFT00000030470	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
APBA3	ENSCAFG00000019193	ENSCAFT00000045025	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
APCDD1	ENSCAFG00000018737	ENSCAFT00000029742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
APEX1	ENSCAFG00000032033	ENSCAFT00000048382	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
APOBR	ENSCAFG00000017135	ENSCAFT00000027137	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
APOBR	ENSCAFG00000017135	ENSCAFT00000045568	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
APP	ENSCAFG00000008557	ENSCAFT00000013593	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
APP	ENSCAFG00000008557	ENSCAFT00000013595	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
APP	ENSCAFG00000008557	ENSCAFT00000013599	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
APP	ENSCAFG00000008557	ENSCAFT00000037829	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
APPL2	ENSCAFG00000001885	ENSCAFT00000002989	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AQP2	ENSCAFG00000028842	ENSCAFT00000044387	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP6	ENSCAFG00000008366	ENSCAFT00000013289	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AQR	ENSCAFG00000008304	ENSCAFT00000013319	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AR	ENSCAFG00000016656	ENSCAFT00000026381	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ARAP2	ENSCAFG00000016306	ENSCAFT00000025868	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0
ARAP3	ENSCAFG00000006214	ENSCAFT00000010054	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARAP3	ENSCAFG00000006214	ENSCAFT00000048849	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AREG	ENSCAFG00000003075	ENSCAFT00000004935	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AREG	ENSCAFG00000003075	ENSCAFT00000047753	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARF5	ENSCAFG00000001726	ENSCAFT00000002708	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ARF5	ENSCAFG00000001726	ENSCAFT00000050134	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ARFGAP3	ENSCAFG00000000943	ENSCAFT00000001462	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARFGAP3	ENSCAFG00000000943	ENSCAFT00000001464	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
