# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PRSS36	ENSCAFG00000016853	ENSCAFT00000026691	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PTPN20	ENSCAFG00000006544	ENSCAFT00000010552	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PTPN20	ENSCAFG00000006544	ENSCAFT00000045944	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PYCR1	ENSCAFG00000005906	ENSCAFT00000009529	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RAB3GAP1	ENSCAFG00000005042	ENSCAFT00000008124	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAB3GAP1	ENSCAFG00000005042	ENSCAFT00000043032	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAD52	ENSCAFG00000015831	ENSCAFT00000025077	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RALGPS1	ENSCAFG00000020156	ENSCAFT00000032108	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RALGPS1	ENSCAFG00000020156	ENSCAFT00000046999	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RANBP2	ENSCAFG00000023061	ENSCAFT00000003160	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RASA1	ENSCAFG00000008410	ENSCAFT00000013368	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RASAL1	ENSCAFG00000008986	ENSCAFT00000014296	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RASAL1	ENSCAFG00000008986	ENSCAFT00000045485	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RASSF9	ENSCAFG00000023322	ENSCAFT00000035808	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RBPJL	ENSCAFG00000009670	ENSCAFT00000015366	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RELN	ENSCAFG00000025345	ENSCAFT00000039321	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RELN	ENSCAFG00000025345	ENSCAFT00000047394	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RFNG	ENSCAFG00000005933	ENSCAFT00000009582	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RGS6	ENSCAFG00000016763	ENSCAFT00000026557	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RGS6	ENSCAFG00000016763	ENSCAFT00000043529	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RHPN2	ENSCAFG00000007465	ENSCAFT00000011953	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RHPN2	ENSCAFG00000007465	ENSCAFT00000043089	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RIPK4	ENSCAFG00000010213	ENSCAFT00000016214	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNF139	ENSCAFG00000029985	ENSCAFT00000050017	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNF208	ENSCAFG00000019467	ENSCAFT00000030955	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ROBO1	ENSCAFG00000007903	ENSCAFT00000012668	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RSPH1	ENSCAFG00000010420	ENSCAFT00000016550	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RSPH1	ENSCAFG00000010420	ENSCAFT00000036503	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RUBCN	ENSCAFG00000012767	ENSCAFT00000020275	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RUBCN	ENSCAFG00000012767	ENSCAFT00000020277	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RUBCN	ENSCAFG00000012767	ENSCAFT00000020279	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RUFY2	ENSCAFG00000013679	ENSCAFT00000021715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RUFY2	ENSCAFG00000013679	ENSCAFT00000021722	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SAMD3	ENSCAFG00000001116	ENSCAFT00000001709	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SBNO1	ENSCAFG00000007503	ENSCAFT00000012025	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SBNO1	ENSCAFG00000007503	ENSCAFT00000044441	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SBNO1	ENSCAFG00000007503	ENSCAFT00000048386	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SCN3A	ENSCAFG00000010864	ENSCAFT00000017434	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN3A	ENSCAFG00000010864	ENSCAFT00000049158	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCNN1A	ENSCAFG00000015196	ENSCAFT00000024124	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SCNN1A	ENSCAFG00000015196	ENSCAFT00000047393	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SCO1	ENSCAFG00000032704	ENSCAFT00000046567	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SEMA4B	ENSCAFG00000012082	ENSCAFT00000019183	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SEMA4B	ENSCAFG00000012082	ENSCAFT00000019194	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SERPINE1	ENSCAFG00000013909	ENSCAFT00000022067	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEZ6L2	ENSCAFG00000016991	ENSCAFT00000026911	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEZ6L2	ENSCAFG00000016991	ENSCAFT00000049419	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SFI1	ENSCAFG00000013206	ENSCAFT00000020965	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SFI1	ENSCAFG00000013206	ENSCAFT00000049951	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SFTPB	ENSCAFG00000007658	ENSCAFT00000012253	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SGPL1	ENSCAFG00000014100	ENSCAFT00000022384	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SHANK2	ENSCAFG00000010458	ENSCAFT00000016593	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SIDT1	ENSCAFG00000010667	ENSCAFT00000016993	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SIDT1	ENSCAFG00000010667	ENSCAFT00000048513	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SIM1	ENSCAFG00000003538	ENSCAFT00000005680	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SIM2	ENSCAFG00000009686	ENSCAFT00000015386	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SIRT5	ENSCAFG00000009838	ENSCAFT00000015619	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A5	ENSCAFG00000009931	ENSCAFT00000015858	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC12A9	ENSCAFG00000014073	ENSCAFT00000022362	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SLC16A9	ENSCAFG00000012440	ENSCAFT00000019750	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC17A1	ENSCAFG00000010606	ENSCAFT00000016882	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC1A2	ENSCAFG00000006881	ENSCAFT00000011054	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC1A2	ENSCAFG00000006881	ENSCAFT00000039743	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC1A2	ENSCAFG00000006881	ENSCAFT00000047100	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC25A12	ENSCAFG00000012805	ENSCAFT00000020414	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
SLC25A42	ENSCAFG00000014386	ENSCAFT00000022858	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC26A10	ENSCAFG00000000252	ENSCAFT00000000396	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC26A10	ENSCAFG00000000252	ENSCAFT00000000398	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC34A3	ENSCAFG00000019464	ENSCAFT00000030951	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SLC35D1	ENSCAFG00000028904	ENSCAFT00000049817	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC38A4	ENSCAFG00000009243	ENSCAFT00000014699	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC38A4	ENSCAFG00000009243	ENSCAFT00000039415	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC47A2	ENSCAFG00000018151	ENSCAFT00000028834	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC5A7	ENSCAFG00000002064	ENSCAFT00000003276	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLCO1A2	ENSCAFG00000012368	ENSCAFT00000019633	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
SLIT2	ENSCAFG00000016608	ENSCAFT00000026343	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLIT2	ENSCAFG00000016608	ENSCAFT00000044488	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SMTNL2	ENSCAFG00000015292	ENSCAFT00000024286	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SNX2	ENSCAFG00000000530	ENSCAFT00000038741	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SNX3	ENSCAFG00000003772	ENSCAFT00000006070	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SORBS1	ENSCAFG00000008270	ENSCAFT00000013202	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SORL1	ENSCAFG00000011745	ENSCAFT00000018722	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SORL1	ENSCAFG00000011745	ENSCAFT00000047063	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SORL1	ENSCAFG00000011745	ENSCAFT00000049040	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP3	ENSCAFG00000013169	ENSCAFT00000020911	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SPATA6L	ENSCAFG00000002072	ENSCAFT00000003283	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SPATA6L	ENSCAFG00000002072	ENSCAFT00000044763	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SPEG	ENSCAFG00000015503	ENSCAFT00000024611	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SRP54	ENSCAFG00000013331	ENSCAFT00000021158	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SRRT	ENSCAFG00000023538	ENSCAFT00000022237	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SSTR3	ENSCAFG00000001509	ENSCAFT00000002353	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SSX2IP	ENSCAFG00000020304	ENSCAFT00000032340	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ST3GAL4	ENSCAFG00000010386	ENSCAFT00000016535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ST3GAL4	ENSCAFG00000010386	ENSCAFT00000045037	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
STAB1	ENSCAFG00000009273	ENSCAFT00000014824	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
STAM	ENSCAFG00000004516	ENSCAFT00000007283	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STK11	ENSCAFG00000019538	ENSCAFT00000031055	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK32A	ENSCAFG00000006592	ENSCAFT00000010637	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
STX3	ENSCAFG00000030417	ENSCAFT00000047040	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SUSD2	ENSCAFG00000013923	ENSCAFT00000022094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SUSD2	ENSCAFG00000013923	ENSCAFT00000045963	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SYCE1L	ENSCAFG00000029237	ENSCAFT00000047842	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SYCE1L	ENSCAFG00000029237	ENSCAFT00000049842	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SYCP2	ENSCAFG00000012295	ENSCAFT00000019553	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
SYCP2	ENSCAFG00000012295	ENSCAFT00000050079	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
SYNDIG1	ENSCAFG00000004315	ENSCAFT00000006917	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TAF7L	ENSCAFG00000017627	ENSCAFT00000027954	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TAF7L	ENSCAFG00000017627	ENSCAFT00000027955	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TCEB1	ENSCAFG00000008152	ENSCAFT00000012970	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
TCEB1	ENSCAFG00000008152	ENSCAFT00000043688	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
TCF19	ENSCAFG00000000483	ENSCAFT00000000764	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TCF7L1	ENSCAFG00000007832	ENSCAFT00000012528	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF7L1	ENSCAFG00000007832	ENSCAFT00000012532	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TCF7L2	ENSCAFG00000011005	ENSCAFT00000017510	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TCN1	ENSCAFG00000010339	ENSCAFT00000016435	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TEAD3	ENSCAFG00000001326	ENSCAFT00000002060	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TEAD3	ENSCAFG00000001326	ENSCAFT00000002062	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TESMIN	ENSCAFG00000010766	ENSCAFT00000048790	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TFIP11	ENSCAFG00000011741	ENSCAFT00000018663	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TFIP11	ENSCAFG00000011741	ENSCAFT00000044117	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TFIP11	ENSCAFG00000011741	ENSCAFT00000045711	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TFPT	ENSCAFG00000002701	ENSCAFT00000004265	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM2	ENSCAFG00000008869	ENSCAFT00000014092	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
THAP1	ENSCAFG00000005418	ENSCAFT00000008714	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
THAP1	ENSCAFG00000005418	ENSCAFT00000048455	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
THBS4	ENSCAFG00000008975	ENSCAFT00000014307	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TMEM116	ENSCAFG00000008770	ENSCAFT00000013932	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMEM131	ENSCAFG00000002365	ENSCAFT00000003712	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMEM176B	ENSCAFG00000004585	ENSCAFT00000007392	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMEM176B	ENSCAFG00000004585	ENSCAFT00000048647	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMEM192	ENSCAFG00000008810	ENSCAFT00000014003	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TMEM196	ENSCAFG00000002513	ENSCAFT00000003966	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM196	ENSCAFG00000002513	ENSCAFT00000043582	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM266	ENSCAFG00000018152	ENSCAFT00000028833	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMEM266	ENSCAFG00000018152	ENSCAFT00000046079	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMEM38A	ENSCAFG00000030694	ENSCAFT00000045750	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMEM97	ENSCAFG00000018655	ENSCAFT00000029614	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TNPO2	ENSCAFG00000017226	ENSCAFT00000027293	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TNRC6B	ENSCAFG00000001255	ENSCAFT00000001904	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TNRC6B	ENSCAFG00000001255	ENSCAFT00000045467	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TOP3A	ENSCAFG00000018267	ENSCAFT00000029019	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TP53	ENSCAFG00000016714	ENSCAFT00000026465	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TP53BP1	ENSCAFG00000012508	ENSCAFT00000020017	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TPCN2	ENSCAFG00000010716	ENSCAFT00000017062	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TRAPPC9	ENSCAFG00000001181	ENSCAFT00000001830	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRIP6	ENSCAFG00000014039	ENSCAFT00000022289	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TSPAN10	ENSCAFG00000005765	ENSCAFT00000009296	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TSR2	ENSCAFG00000016440	ENSCAFT00000026052	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TTBK1	ENSCAFG00000001839	ENSCAFT00000002901	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TTBK1	ENSCAFG00000001839	ENSCAFT00000044946	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
TTBK2	ENSCAFG00000011222	ENSCAFT00000017853	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TTC12	ENSCAFG00000013902	ENSCAFT00000022061	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TTC12	ENSCAFG00000013902	ENSCAFT00000037966	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TTC24	ENSCAFG00000023605	ENSCAFT00000036396	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TTLL7	ENSCAFG00000020321	ENSCAFT00000032363	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TTLL7	ENSCAFG00000020321	ENSCAFT00000036685	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TUBB4B	ENSCAFG00000019460	ENSCAFT00000030948	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TYK2	ENSCAFG00000017834	ENSCAFT00000028302	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UBB	ENSCAFG00000023443	ENSCAFT00000036025	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
UBE2E1	ENSCAFG00000005321	ENSCAFT00000008570	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
UBR4	ENSCAFG00000015314	ENSCAFT00000024347	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
UGT2B31	ENSCAFG00000029232	ENSCAFT00000004520	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
UGT2B31	ENSCAFG00000029232	ENSCAFT00000039254	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
UGT2B31	ENSCAFG00000029232	ENSCAFT00000043645	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
UNC80	ENSCAFG00000013772	ENSCAFT00000021863	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
UNC80	ENSCAFG00000013772	ENSCAFT00000021888	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
UNC80	ENSCAFG00000013772	ENSCAFT00000042747	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
URB1	ENSCAFG00000008892	ENSCAFT00000014113	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
VCAN	ENSCAFG00000008582	ENSCAFT00000013618	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VCAN	ENSCAFG00000008582	ENSCAFT00000044643	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VEZF1	ENSCAFG00000017426	ENSCAFT00000027616	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VEZF1	ENSCAFG00000017426	ENSCAFT00000050080	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VIL1	ENSCAFG00000014686	ENSCAFT00000023389	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
VIL1	ENSCAFG00000014686	ENSCAFT00000043725	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
VILL	ENSCAFG00000004890	ENSCAFT00000007877	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
VIPAS39	ENSCAFG00000017204	ENSCAFT00000027249	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
VIPAS39	ENSCAFG00000017204	ENSCAFT00000027252	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
VIPR2	ENSCAFG00000005255	ENSCAFT00000008482	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
VPS13B	ENSCAFG00000000507	ENSCAFT00000000811	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
VPS13B	ENSCAFG00000000507	ENSCAFT00000043554	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
VPS72	ENSCAFG00000012540	ENSCAFT00000046679	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
WARS2	ENSCAFG00000009996	ENSCAFT00000015909	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
WBP4	ENSCAFG00000004805	ENSCAFT00000007742	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
WDR60	ENSCAFG00000005240	ENSCAFT00000008456	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
